Did you know?;Ships are relatively unarmored, and have large volumes of materiel and explosive compounds stored inside them. Sometimes, even a single hit in a vulnerable area can be catastrophic.
Did you know?;Factory buildings produce and supply a faction with ground vehicles, weapons, and airframes. With enough rank, some aircraft can become free to requisition.
Did you know?;The AFV8, used by the Boscali Defence Force, has a higher top speed on-road than the Linebreaker chassis favored by Primeva.
Did you know?;It takes approximately 30 minutes to drive from Port Maris to Agrapol at the posted speed limit.
Did you know?;The SFB-81 Darkreach with a full load will climb efficiently at an angle of 14 degrees.
Did you know?;OJP-40 pod-mounted offensive jammers can blind up to one radar each, or be focused on less targets to increase their effective range.
Did you know?;The blast radius of a nuclear weapon is proportional to the cubic root of its yield.
Did you know?;Main battle tanks are heavily armoured, but can still be defeated by aerial 30mm cannon fire by shooting into the engine bay or through the rear or roof of the turret.
Did you know?;Vortex Ring State is a dangerous aerodynamic condition where a rotor disc stops producing lift due to ingesting its own downwash. It is best escaped by applying full power and moving laterally.
Did you know?;Holding the Flight Assist key will toggle auto-hover in VTOL and STOVL aircraft.
Did you know?;Engaging auto-hover near a friendly ship will match its speed so you can land on its deck easily.
Did you know?;It is possible to perform lay-down bombing with a 250kt GPO-N by skidding it along the length of an enemy runway. This is neither safe, nor recommended.
Did you know?;Agrapol has a road tunnel leading to its central business district. The tunnel is wider than a fighter jet.
Did you know?;Most engines will flame out if taken above 16000m (52000ft).
Did you know?;The Shard Class Corvette has its search radar situated near the bridge. As a result, an anti-radiation missile is able to deal catastrophic damage to it.
Did you know?;Emitting radar lets you detect targets at long distance, but can also give away your position. Aircraft equipped with radar can turn it on or off with the Toggle Radar key.
Did you know?;Each aircraft is equipped with a distributed aperture optical detection system, which will automatically scrutinize and identify contacts. Range and effectiveness is dependent on the parent aircraft's optical equipment.
Did you know?;Aircraft with turreted optical arrays have excellent visual detection capability, and can spot targets from much further away.
Did you know?;Large targets such as factories, power plants, and capital ships are best destroyed with heavy munitions, such as bombs or cruise missiles.
Did you know?;The impact angle of a projectile can determine how effectively it penetrates an armoured target.
Did you know?;Lofting or 'toss bombing' refers to releasing munitions while climbing upward to extend their range. This technique can allow you to effectively 'throw' bombs over terrain features while remaining hidden behind them.
Did you know?;Funds donated during a match are split evenly between players on a team.
Did you know?;Successfully crash-landing a damaged aircraft at a friendly airbase will both preserve the aircraft, and deny the enemy a kill.
Did you know?;Almost a quarter of the destructive power of a conventional TBM-3 Piledriver comes from its kinetic energy.
Did you know?;Additional laser guidance can be provided by other friendly aircraft, allowing more targets to be hit per salvo when working cooperatively.
Did you know?;Both the AGM-48 and AGM-68 are capable of lock on after launch, and can be fired from behind terrain.
Did you know?;The Radar Cross Section (RCS) of an aircraft will decrease when it uses weapons on its external pylons. Most single-weapon pylons can return to a net RCS of 0 when the weapon is expended.
Did you know?;The speed of sound is approximately 340 m/s (1100 ft/s) at sea level, decreasing to 295 m/s (970 ft/s) above 11,000m (36,000 ft).
Did you know?;A TBM-3 Piledriver may cross the Karman line at the top of its ballistic flight.
Did you know?;Transonic airspeeds see an increase in drag between M0.8 and M1.2, generating a large condensation vapor cone around the aircraft.
Did you know?;The cargo bay of the VL-49 Tarantula can contain vehicles, containers, or ramp-launch weapon systems.
Did you know?;Aircraft without a built-in defensive jammer can take a DJP-10 ECM Pod on an external hardpoint to help defeat radar guided missiles.
Did you know?;The AAM-36 Scimitar can reach a top speed of over Mach 4 and hit aerial targets over 100km away, thanks to its ramjet engine. Though its close-range performance can be lacking, it is an excellent missile for Beyond Visual Range (BVR) engagements.
Did you know?;The KR-67 Ifrit's side weapon bays are designed to accommodate a single IRM-S2 each, perfect for defense while performing stealth strikes.
Did you know?;The FS-20 Vortex has a smaller Radar Cross Section (RCS) than other aircraft and has the ability to hover with its swivelling jet engine nozzle and lift fan.
Did you know?;Bombs have a 4 second arming delay as a safety measure to prevent mid-air explosion. Take this into account when dropping them and check the Time of Flight indication on your HUD.
Did you know?;The 1.5kt GPO-N deploys a parachute to slow it down and enable lay-down delivery at very low altitude and high speed.
Did you know?;Munitions containers hold large amounts of materiel and explosive compounds, and must be handled with care. Any damage or impact could cause a massive explosion.
Did you know?;The AGM-98 is a subsonic anti-ship cruise missile, with a supersonic terminal phase. It uses an evasive pattern as well as a random top attack to confuse its target's air defenses.
Did you know?;The AShM-300 is a supersonic anti-ship cruise missile, using its high speed, low altitude, small radar cross section and an evasive pattern during its terminal phase to penetrate air defenses.
Did you know?;The Annex Class Carrier can deploy OTB-31 Landing Craft, as well as VTOL and STOVL aircraft.
Did you know?;The forward and rear areas of the SFB-81 Darkreach's inner weapon bays can be combined to accommodate large missiles, or used separately for more varied loadouts.
Did you know?;The AGM-200 Tusko is a supersonic stand-off missile, using a quasi-ballistic trajectory to reach its target at very high speed. It relies on datalink navigation, and may not hit its target if the known position is not updated by friendly sensors.
Did you know?;The PAB-80LR is a glide bomb with a low radar cross section. Depending on its release speed and altitude, they can glide at subsonic speeds over long distances, which make them very efficient stand-off weapons.
Did you know?;The Counter Rocket And Mortar (or CRAM) turret mounted to HLT and MSV series trucks can intercept munitions within a 3500m radius around a strategic target with its 20mm rotary cannon firing at upwards of 3000 rounds per minute.
Did you know?;The Laser Air Defense System (or LADS) turret mounted to HLT and MSV series trucks can intercept munitions within a 6500m radius with its 80kW pulse laser.
Did you know?;The UH-90 Ibis is a medium size utility helicopter, with two contra-rotating coaxial rotors and a pair of ducted propellers. It can clear hot landing zones with an impressive gun- and missile-based secondary armarment.
Did you know?;Utility aircraft such as the UH-90 Ibis and VL-49 Tarantula can utilize a cargo hook to transport ground units and other cargo to a new location without landing.
Did you know?;The MBT-9 Spearhead is PALA's primary main battle tank, and is equipped with a 130mm main gun, an AT-28 anti-tank missile launcher, and a 20kW laser active protection system.
Did you know?;Nuclear warheads are stored in storage bunkers and hardened shelters at each airbase.
Did you know?;Aircraft carriers can store nuclear warheads within their primary ammunition storage when warheads are allocated.
Did you know?;Warheads are lost when their storage is destroyed, and an airbase with no bunkers cannot sortie nuclear-armed aircraft.
Did you know?;Vehicles can assume a hull-down position using field entrenchments, significantly increasing their survivability to ground fire by reducing their exposure.
Did you know?;Utilizing afterburner significantly increases the ease of detection and tracking by IR missiles, which reduces the effectiveness of flares.
Did you know?;Locations can be captured if more friendly manpower is present than enemy. The time it takes to capture is proportional to the imbalance of manpower, as well as the number of buildings present.
Did you know?;Since they have no crew, unmanned ground vehicles cannot capture and control locations.
Did you know?;Landing lights on ships are directional, so that they can only be seen when necessary, such as during carrier landing operations.
Did you know?;Ships use red bridge lighting at night to minimize optical emissions and to preserve the night vision sense of the crew.
Did you know?;Cooling towers, which are large, industrial buildings that expel the heat generated by a power plant or factory, are large enough to hide an aircraft inside of.
Did you know?;Helicopter rotor blades can bend under heavy loads.
Did you know?;The M12 Jacknife is an unmanned combat engineering vehicle designed for airborne troops to fortify remote locations and repair airbase structures. Despite only weighing 6 tons, it can use its internal capacity as ballast when earthmoving.
Did you know?;A gabion is a large bag filled with earth and rocks, used to quickly build protective walls for firing positions and forward operating bases.
Did you know?;The Hexhound UGV is a bullet resistant 6x6 unmanned ground vehicle chassis. It has a top speed of 50km/h and over 100km range on a single charge. Field-modified versions can engage fully autonomously, removing the need for human oversight.
Did you know?;Ignus Archipelago is situated on the Northwest Pacific Rim, featuring the prosperous city-state of Feldspar, various smaller islands and airbases, as well as the dormant volcanic cone of Ignus Minor.
Did you know?;If a vehicle is deployed from an aircraft's cargo bay while still airborne, it will deploy with a parachute frame to land safely.
Did you know?;Some surface-to-air missile launchers, such as StratoLance R9 launchers, require a nearby radar truck to provide search and targeting information to the missile.
Did you know?;The ARAD-116 is an advanced anti-radiation missile, designed to automatically detect and guide towards enemy radar sources. It is capable of coordinating with other anti-radiation missiles to evenly split enemy radar targets if launched without a designated target.
Did you know?;Suppression of Enemy Air Defense (SEAD) missions use a combination of anit-radiation missiles, glide bombs, and electronic warfare to suppress and destroy radar units, surface-to-air missile launchers, and anti-aircraft guns.
Did you know?;Ground vehicles are produced by factories, added to the faction's inventory, and deployed from friendly vehicle depots.
Did you know?;The UH-90 Ibis can carry two fully loaded squads of special forces infantry in its cargo bay, which give the helicopter the ability to capture airbase points.
Did you know?;High-performance fighter aircraft such as the FS-12, FS-20, and KR-67 have relaxed or negative stability, requiring the onboard fly-by-wire system to keep the aircraft from losing control.
Did you know?;The AFV8 SAM and Linebreaker SAM fire IRM-S2 standard IR missiles, while the Hexhound SAM, LCV25 AA, and AFV6 AA fire the shorter-ranged IRM-S1 MANPADS.
Did you know?;The A-19 Brawler is a heavily armed and armored aircraft with twin propfans, specializing in the Close Air Support (CAS) role. Its impressive weapons payload of bombs, missiles, and rockets, as well as a variety of internal and mounted cannons, make it a serious threat to any ground unit.
Did you know?;Holding the Radial Menu key for one second will show the Radial Menu, which provides access to several actions related to your aircraft's components.
Did you know?;Holding the Weapon Wheel key for one second will show the Weapon Wheel, which provides immediate access to all weapon stations on the aircraft.
Did you know?;Pressing the Toggle Engine key will toggle the engine, which is especially useful for rotary-wing aircraft when entering auto-rotation is necessary.
Did you know?;Pressing the Toggle Nav Lights key will toggle all navigation lights, which is useful for forming up with wingmen or reducing light emissions.
Did you know?;Ballistic missile launchers are armed with TBM-3 Piledriver missiles, and remain stowed until the strategic escalation threshold is met.
Did you know?;The Modular Support Vehicle (or MSV) truck series serves as the backbone of PALA military operations, capable of handling various logistical, support, and defensive roles with high modularity.
Did you know?;Long-range radar missile batteries can optionally include a fire-control truck, which links with the existing radar to improve missile allocation and firing parameters.
Did you know?;Holding the Switch View key will bring up the camera control UI, allowing for advanced camera settings, angles, and tuning.
Did you know?;Pressing the Center View key while in orbit view will enable chase mode, with ten camera position presets.
Did you know?;The PAB-80LR's small size allows it to be fitten into most internal weaopns bays, allowing stand-off capability for stealth aircraft.
Did you know?;Ships' CIWS systems utilize radar to find, track, and engage air targets, and can fallback to optical targeting when the radar is disabled or jammed.
Did you know?;The PAB-250LR is a standard PAB-250 gravity bomb fitted with a range-extending glide kit, allowing it to reach distant targets in a cost-effective standoff role.
QoL - Did you know?;The FQ-106 Kestrel can pull up to 16Gs, thanks to its lack of a pilot.
QoL - Did you know?;Though the Tranche Class Frigate is primarily designed for fleet air-defense, it also serves as a capable independent bluewater combat vessel.
QoL - Did you know?;Pressing the Eject key while flying a drone will cause it to self-destruct.
QoL - Did you know?;BDF and PALA ground vehicles fire red and green tracers respectively. Some independent vehicles fire yellow or white tracers instead.
QoL - Did you know?;The Type-12K MBT is equipped with a 20mm autocannon in a secondary turret, for light anti-vehicle and anti-drone purposes.
QoL - Did you know?;The EW-25 Medusa's internal laser is powerful enough to damage control surfaces, cripple engines, and start fuel fires.
QoL - Did you know?;The Shard Class Corvette can launch AGM-98 anti-ship missiles out of its VLS cells, alongside RAM-45 surface-to-air missiles.
QoL - Did you know?;The Darkreach's exceptionally powerful electronic warfare suite allows it to jam and defeat long-range radar missiles without requiring an accurate notch angle.
QoL - Did you know?;Alchten, the capital city of Sloanau, has much of its residential district situated underground to conserve heat during harsh winters.
QoL - Did you know?;Nuclear weapons appear larger than other munitions on the map, to increase situational awareness.
QoL - Did you know?;The ALM-C450 is an air-launched subsonic cruise missile featuring a stealthy design that allows it to approach radar sites without much opposition.
QoL - Did you know?;The VL-49 Tarantula can deploy cruise missiles from its cargo bay while flying horizontally.
QoL - Did you know?;The ALND-4 can withstand a hit from a single IRM-series air-defense missile before being shot down.
QoL - Did you know?;The TBM-3 Piledriver can withstand a hit from a single IRM-series air-defense missile before being shot down.
QoL - Did you know?;Aircraft with optical sensors often have more laser designators as well.
QoL - Did you know?;Though ineffective, the Dynamo Class Destroyer will fire its 155mm Railcannon at incoming aerial threats.
QoL - Did you know?;Navigation and formation lights do not turn off at nighttime (between 1800 and 0600 hours).
QoL - Did you know?;The 20mm Rotary Turret is primarily designed for light ground strikes, but can be lethal to unsuspecting aircraft that get too close.
QoL - Did you know?;The 30mm Chaingun Turret has less ammunition than its rotary sibling, but fires faster, armor-piercing FLEAT rounds that can debilitate and destroy armored vehicles.
QoL - Did you know?;Altitude and climb rate readings show additional decimals when the value is relatively low.
QoL - Did you know?;The StratoLance R9 trailer can be deployed from a VL-49 Tarantula, along with its fire-control HLT-R radar truck.
QoL - Did you know?;The year 2082 does not mark the beginning of the Second Heartland War, but instead a major escalation during it.
QoL - Did you know?;Cultivated by hand in the Heartland Highlands, Primevian Watermelon is widely renowned for its unique taste and texture.
QoL - Did you know?;Feldspar City, located on the Ignus Archipelago, operates as an independent city-state.
QoL - Did you know?;In-air refueling is a dangerous task and should be done carefully.
QoL - Did you know?;It is widely believed that the widespread formation of flash-ice in the Eastern Atlantic was indirectly caused by the construction of the Northeastern Atlantic Turbine Array.
QoL - Did you know?;The Annual Feldspar Marathon passes through most of Feldspar City and West Feldspar. Not to be confused with the Annual Feldspar Derby, a horse race.
QoL - Did you know?;Extracting, processing, and refining H-stage metallic hydrogen is a lucrative venture.
QoL - Did you know?;Satellites can no longer operate due to debris from space warfare.
QoL - Did you know?;Though civilian vehicles are fully electric, most military vehicles still rely on hydrogen fuel cells or synthetics.
QoL - Did you know?;Datalink systems can operate without satellite or direct-link connection thanks to advances in quantum entanglement storage technology.
QoL - Did you know?;Nexus Industries manufactures a variety of civilian and military sensor systems.
QoL - Did you know?;Though a promising energy source, developing generators that harness zero-point energy sources is banned under international law.
QoL - Did you know?;To be free is to be alone.
QoL - Did you know?;Though technically incorrect, many consider supercorporations such as QuantTech, General Defense, and LockMartin to have their own GDP.
QoL - Did you know?;Never underestimate a Cricket.
QoL - Did you know?;To convince civilians to join or support the military, many nations' forces have adopted 'mascots', often in the form of anthropomorphic animal characters.
QoL - Did you know?;Beware of jet blast, propellers, and rotors.
QoL - Did you know?;Though some nations have adopted Standard Text as their primary language most retain their traditional alphabets.
QoL - Did you know?;Aircraft should be fuel serviced with MIL-T-83133 Grade NO JP-8 Aviation Fuel. If not available, refer to TB 95-3847-300-10 for alternate fuel.
QoL - Did you know?;The external AGM-48 x4 mount is designated RLS-4BR48. We're not sure what that means.
QoL - Did you know?;All aircraft are equipped with DIRCM (direct-infrared countermeasure) systems. Without them, IR flares would be useless against heat-seeking missiles, which use advanced artificial intelligence guidance technology.
QoL - Did you know?;Most vehicles no longer require a crew, and can still operate with near-perfect combat effectiveness autonomously.
QoL - Did you know?;Advanced drones can operate fully autonomously, performing actions with impossible reaction speed and maneuvers that no human pilot could survive.
QoL - Did you know?;Due to powerful regional-span blanket electronic warfare technology, most radars must rely on their backup systems to detect targets, causing them to be susceptible to notching and direct jamming.
QoL - Did you know?;Though napalm cannot directly destroy armor, its extreme heat and debilitating nature can destroy delicate sensor arrays and communications systems, causing a mission kill.
QoL - Did you know?;On the modern battlefield, survivability is paramount. It is better to never be detected than to be fired upon, and better to be fired upon than to be hit.
QoL - Did you know?;Turbopropellers, turbofans, and rotary turbine engines often have much lower engine signatures compared to their turbojet counterparts.
QoL - Did you know?;Propfans can provide significant direct thrust and acceleration at low speeds, while turbojets are more efficient at altitude and high speeds.
QoL - Did you know?;When in a situation where there is no time to notch and jam an incoming missile, firing an IR to intercept it is a good idea.
QoL - Did you know?;Lacking air defense is always better than lacking air superiority.
QoL - Did you know?;The maximum range of a missile does not always equal its effective range.
QoL - Did you know?;Information is extremely useful and should be prioritized by emphasizing friendly radar coverage and destroying enemy sensor installations.
QoL - Did you know?;Though not tactically useful, cruise missiles will attempt to chase airborne targets to the best of their ability.
QoL - Did you know?;Some ordnance can automatically find and relock their targets with onboard sensors if datalink detection is lost.
QoL - Did you know?;Laser designators on aircraft cover all angles, so only line-of-sight is required after launch. An acquisition cone is required on launch because the seekers on the munitions have limited vision.
QoL - Did you know?;The UH-90 Ibis' rotary launcher can hold a variety of missiles, with a mechanism that strongly resembles a firearm's drum magazine.
QoL - Did you know?;Afterburners produce significantly more thrust, but are also less fuel efficient and create a large IR signature.
QoL - Did you know?;Some optical sensors cannot detect extremely fast missiles due to their update rates.
QoL - Did you know?;Cloud cover and the sun affect the tracking of IR missiles and the effectiveness of flares.
QoL - Did you know?;Missiles can stall themselves by pulling too hard when engaging a target. Aircraft can take advantage of this in close-range dogfights by turning towards the missile.
QoL - Did you know?;Most BVR (Beyond-Visual Range) missiles are equipped with advanced artificial intelligence systems that prevent defeat via geometric manipulation such as cranking and pulling.
QoL - Did you know?;All aircraft are designed with some degree of stealth in mind. Many feature chines and other stealth geometry, as well as radar-absorbing skin material.
QoL - Did you know?;Some missiles will attempt to perform evasive maneuvers to avoid fire from air-defense systems when they enter terminal mode.
QoL - Did you know?;Though parachutes can slow cargo down, deploying them too low or too fast can still destroy the container or vehicle.
QoL - Did you know?;Aircraft engines are very hardy and will attempt to continue to produce thrust even when heavily damaged, though often to the detriment of maintenance.
QoL - Did you know?;Some utility aircraft, such as the VL-49 and UH-90, do not have ejection seats. Instead, the crew must bail out, which is best done safely at altitude.
QoL - Did you know?;Aircraft equipped with rotors can autorotate when the engines lose power, in order to make a safe landing.
QoL - Did you know?;Wings produce less lift the more damaged they are, which can make landings difficult if not accounted for.
QoL - Did you know?;Construction, medical, survey, and repair nanomachines account for nearly 70 percent of all electronic devices and appliances as of 2075.
QoL - Did you know?;The PRJ-60 Passive Jammer module can be mounted on large aircraft to significantly reduce their RCS via advanced de-amplification technology.
QoL - Did you know?;Aircraft internal jammers operate with varying levels of strength and effectiveness, typically dependent on the available space for jamming equipment within the airframe itself, and the aircraft's power generation capability.
QoL - Did you know?;Recent breakthroughs in fused silica crystal lens production technology has allowed for vastly more efficient lasers and widespread usage of directed energy weapons.
QoL - Did you know?;Most internal cannons can be equipped with varying ammunition types, which are effective against different targets. When in doubt, dual-purpose, commonly denoted as DP, is often a well-rounded choice.
QoL - Did you know?;The FS-3 Ternion entered service in 2011, and has recieved continuous upgrades ever since, maintaining a formidable battlefield presence despite the airframe's age.
QoL - Did you know?;Despite its low ordnance capacity and subsonic speed, the FQ-102 Hydra can still be deadly when deployed in swarms.
